id_student,code_module,code_presentation,sum_click,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
2410140,GGG,2014B,28,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,30,N,Withdrawn
2410459,CCC,2014B,187,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,30,Y,Fail
2410519,CCC,2014B,1013,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction
2410519,FFF,2014B,4305,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,1,90,N,Distinction
2410544,BBB,2014J,716,M,Wales,HE Qualification,50-60%,35-55,0,60,N,Pass
2410609,CCC,2014J,365,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
2410632,EEE,2014J,684,M,London Region,No Formal quals,10-20,35-55,0,90,N,Fail
2411595,BBB,2013J,1022,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,Y,Pass
2411661,AAA,2013J,574,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
2411773,FFF,2013J,3536,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
2411778,AAA,2013J,1497,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn
2411981,DDD,2013J,187,M,Wales,A Level or Equivalent,20-30%,0-35,0,270,N,Withdrawn
2411981,DDD,2014B,297,M,Wales,A Level or Equivalent,20-30%,35-55,1,180,N,Withdrawn
2412002,AAA,2013J,3344,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction
2412152,FFF,2013J,6408,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
2412967,AAA,2013J,2458,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
2413037,CCC,2014J,1563,M,London Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn
2413191,FFF,2013B,2683,M,London Region,HE Qualification,0-10%,35-55,1,90,N,Pass
2413895,FFF,2014B,3,M,Scotland,Lower Than A Level,60-70%,35-55,1,90,Y,Fail
2414945,BBB,2014J,421,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail
2414973,DDD,2014B,255,M,North Region,A Level or Equivalent,80-90%,0-35,1,100,N,Pass
2415414,BBB,2013J,958,F,Scotland,HE Qualification,20-30%,0-35,0,120,N,Distinction
2415436,FFF,2013J,1328,M,South West Region,A Level or Equivalent,20-30%,0-35,0,150,N,Pass
2415480,DDD,2014B,1435,M,Wales,HE Qualification,30-40%,35-55,0,90,N,Distinction
2415526,CCC,2014J,1780,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,150,N,Pass
2415962,BBB,2013B,79,M,Scotland,A Level or Equivalent,0-10%,35-55,0,120,Y,Withdrawn
2416024,DDD,2013J,1224,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail
2416424,DDD,2014B,2802,F,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
2416501,DDD,2014B,4531,F,London Region,A Level or Equivalent,20-30%,0-35,1,120,N,Pass
2416774,BBB,2013J,491,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass
2417433,FFF,2013J,718,M,Wales,A Level or Equivalent,0-10%,35-55,2,90,N,Withdrawn
2417433,FFF,2014J,1395,M,Wales,A Level or Equivalent,0-10%,35-55,3,60,N,Fail
2417702,GGG,2013J,491,F,South East Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass
2417975,FFF,2014J,3862,F,North Western Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass
2418045,DDD,2013B,895,M,South West Region,A Level or Equivalent,40-50%,35-55,1,120,N,Pass
2418277,DDD,2014J,418,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass
2418580,DDD,2013B,1312,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
2418732,CCC,2014B,1469,F,North Region,HE Qualification,?,35-55,0,60,N,Distinction
2418732,EEE,2013J,3354,F,North Region,HE Qualification,?,35-55,0,60,N,Distinction
2418877,BBB,2013B,582,F,Ireland,Lower Than A Level,0-10%,0-35,1,60,Y,Withdrawn
2418877,BBB,2014B,14,F,Ireland,Lower Than A Level,0-10%,0-35,2,120,Y,Fail
2419081,FFF,2014B,574,M,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
2419115,CCC,2014B,3328,F,South Region,A Level or Equivalent,20-30%,35-55,0,90,N,Distinction
2419926,FFF,2013B,2391,M,South Region,HE Qualification,80-90%,0-35,0,80,N,Pass
2420364,GGG,2013J,407,M,West Midlands Region,HE Qualification,20-30%,0-35,0,30,N,Pass
2420725,BBB,2014B,613,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail
2420909,BBB,2013J,133,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
2421609,DDD,2013B,472,M,East Anglian Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail
2421929,BBB,2013J,217,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,195,N,Fail
2421961,CCC,2014B,379,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,150,N,Withdrawn
2421961,CCC,2014J,68,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,30,N,Fail
2421961,DDD,2013J,767,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail
2422639,BBB,2013B,26,F,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn
2423002,FFF,2013J,5239,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass
2423078,BBB,2013B,5,M,London Region,A Level or Equivalent,0-10%,35-55,1,180,N,Withdrawn
2423078,BBB,2014J,12,M,London Region,A Level or Equivalent,0-10%,35-55,2,60,N,Fail
2423655,DDD,2014J,424,F,Scotland,A Level or Equivalent,10-20,0-35,1,60,Y,Fail
2424257,FFF,2014J,3822,M,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Fail
2424697,CCC,2014J,233,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
2424750,FFF,2013B,2804,M,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
2425156,BBB,2013J,475,F,East Anglian Region,HE Qualification,30-40%,35-55,0,180,N,Pass
2425726,BBB,2013B,659,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
2425993,AAA,2014J,737,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass
2426332,FFF,2014B,1863,M,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass
2426442,BBB,2014J,211,F,North Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn
2426864,BBB,2014J,372,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
2427845,FFF,2014J,3907,M,South East Region,HE Qualification,10-20,35-55,0,60,N,Pass
2427886,EEE,2014J,1795,M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Fail
2428341,BBB,2014J,321,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
2429854,AAA,2013J,655,M,London Region,A Level or Equivalent,10-20,35-55,0,120,Y,Withdrawn
2429854,AAA,2014J,298,M,London Region,A Level or Equivalent,10-20,35-55,1,60,Y,Fail
2430070,DDD,2013J,1028,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
2430405,DDD,2013J,996,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Pass
2432551,BBB,2014J,531,M,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Fail
2432655,DDD,2014J,1216,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
2432796,AAA,2014J,963,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass
2433069,CCC,2014B,2474,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
2433216,DDD,2014J,208,M,Scotland,HE Qualification,20-30%,35-55,2,120,N,Fail
2433221,CCC,2014B,4487,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,Y,Pass
2434017,FFF,2013B,1286,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
2434159,AAA,2014J,172,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
2434339,EEE,2014B,1384,M,South West Region,A Level or Equivalent,40-50%,35-55,1,135,N,Distinction
2434369,DDD,2013J,2871,F,Scotland,HE Qualification,90-100%,0-35,0,240,Y,Distinction
2434666,CCC,2014J,588,M,London Region,HE Qualification,50-60%,0-35,0,60,N,Distinction
2435726,EEE,2013J,1528,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass
2435795,FFF,2013J,2483,M,Wales,HE Qualification,60-70%,35-55,0,60,N,Pass
2435965,DDD,2013B,240,M,North Western Region,A Level or Equivalent,30-40%,35-55,2,120,Y,Withdrawn
2436089,FFF,2013B,1954,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
2436400,CCC,2014B,81,M,North Western Region,Lower Than A Level,20-30%,35-55,0,90,N,Withdrawn
2436400,DDD,2014B,3008,M,North Western Region,Lower Than A Level,20-30%,35-55,1,90,N,Distinction
2436584,EEE,2014J,342,M,South East Region,A Level or Equivalent,50-60%,35-55,0,30,N,Fail
2436707,BBB,2014B,142,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
2436711,BBB,2014J,2585,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
2436812,AAA,2014J,577,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
2436873,FFF,2013B,1433,F,London Region,No Formal quals,20-30%,35-55,0,135,N,Withdrawn
2437051,FFF,2013J,724,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn
2437065,DDD,2013J,1942,M,Scotland,A Level or Equivalent,10-20,35-55,1,60,Y,Distinction
2437428,BBB,2014B,246,F,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail
2437591,CCC,2014J,1226,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn
2437591,EEE,2014J,7053,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Distinction
2437837,AAA,2013J,2684,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
2437930,FFF,2014B,1385,M,Scotland,A Level or Equivalent,80-90%,0-35,1,120,N,Pass
2438784,FFF,2014J,3334,M,South West Region,Lower Than A Level,90-100%,35-55,0,120,N,Pass
2439201,BBB,2013B,762,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
2439239,CCC,2014J,393,M,Ireland,Post Graduate Qualification,?,35-55,0,30,N,Withdrawn
2439239,FFF,2013B,5005,M,Ireland,Post Graduate Qualification,?,35-55,0,60,N,Pass
2440301,FFF,2013J,2335,F,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
2440756,BBB,2014B,199,F,Wales,HE Qualification,90-100%,35-55,0,60,N,Pass
2441910,FFF,2013B,1045,M,East Anglian Region,HE Qualification,70-80%,0-35,1,120,N,Fail
2442423,EEE,2014J,478,M,East Midlands Region,HE Qualification,40-50%,0-35,0,90,N,Pass
2442685,BBB,2013B,81,M,East Anglian Region,Lower Than A Level,40-50%,0-35,1,120,N,Pass
2443165,EEE,2014J,179,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn
2444088,BBB,2013B,1620,F,South West Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction
2444109,DDD,2014B,102,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
2444501,BBB,2014B,102,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,Y,Withdrawn
2444632,DDD,2013B,1370,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass
2444641,BBB,2013J,434,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,Y,Fail
2444703,BBB,2013B,226,F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,120,N,Fail
2444705,BBB,2014J,1573,F,North Western Region,Lower Than A Level,0-10%,35-55,3,60,N,Pass
2445085,FFF,2013J,5046,M,South Region,Lower Than A Level,50-60%,0-35,0,210,Y,Pass
2445088,BBB,2013B,226,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn
2445410,FFF,2013B,4306,F,North Region,Post Graduate Qualification,?,35-55,0,60,N,Pass
2445562,GGG,2014B,350,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,Y,Pass
2445949,BBB,2013B,20,M,East Anglian Region,Lower Than A Level,0-10%,35-55,2,60,N,Fail
2446109,DDD,2013J,3407,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass
2446144,BBB,2013B,584,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
2446599,BBB,2014B,653,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass
2446694,BBB,2014J,821,M,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Fail
2446778,CCC,2014B,152,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
2446778,DDD,2014B,81,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,2,90,N,Withdrawn
2447469,FFF,2013J,240,M,East Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn
2447528,CCC,2014B,1094,F,Scotland,HE Qualification,40-50%,35-55,0,30,N,Fail
2448082,FFF,2014B,1056,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
2448699,BBB,2014J,176,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,120,N,Fail
2449399,BBB,2014J,1027,F,East Midlands Region,HE Qualification,50-60%,35-55,0,60,N,Pass
2449490,FFF,2014J,380,M,Scotland,HE Qualification,30-40%,0-35,0,120,Y,Withdrawn
2449737,FFF,2013J,1461,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,120,Y,Withdrawn
2449819,FFF,2013J,4925,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
2449878,AAA,2013J,622,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
2450600,DDD,2014B,4295,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction
2450650,DDD,2014B,2191,F,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
2451003,DDD,2014B,4400,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
2451269,BBB,2013J,746,F,Scotland,Lower Than A Level,50-60%,0-35,0,180,N,Pass
2451523,CCC,2014J,5229,F,South East Region,HE Qualification,40-50%,35-55,0,60,N,Distinction
2451672,DDD,2013B,719,M,South Region,HE Qualification,40-50%,35-55,0,60,N,Fail
2451726,CCC,2014B,138,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
2451726,EEE,2013J,1187,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
2452045,GGG,2014B,583,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass
2452111,DDD,2014J,461,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
2452289,BBB,2013J,1333,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
2452606,FFF,2013J,1639,M,Ireland,HE Qualification,50-60%,0-35,1,90,N,Pass
2452902,DDD,2013J,587,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,Y,Withdrawn
2452902,DDD,2014B,784,F,West Midlands Region,Lower Than A Level,50-60%,0-35,1,120,Y,Pass
2453657,BBB,2013J,141,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
2453691,EEE,2014J,2212,M,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Distinction
2454119,CCC,2014J,36,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,Y,Withdrawn
2454351,BBB,2014J,58,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn
2454653,FFF,2013J,5602,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,150,N,Pass
2454878,CCC,2014B,551,F,South Region,Lower Than A Level,40-50%,0-35,0,90,Y,Fail
2454878,FFF,2013J,3419,F,South Region,Lower Than A Level,40-50%,0-35,0,90,Y,Pass
2454933,DDD,2013B,955,F,North Western Region,HE Qualification,60-70%,35-55,2,150,N,Fail
2455066,BBB,2013J,3830,F,Yorkshire Region,HE Qualification,10-20,35-55,0,60,N,Pass
2455578,BBB,2013J,1083,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass
2455893,EEE,2014B,1678,M,South Region,HE Qualification,90-100%,0-35,0,90,N,Pass
2456387,DDD,2013B,800,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,2,130,N,Withdrawn
2456431,GGG,2014J,2151,F,South Region,Lower Than A Level,70-80%,0-35,0,30,Y,Fail
2456480,AAA,2013J,183,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail
2456612,DDD,2013B,1494,M,Yorkshire Region,HE Qualification,40-50%,35-55,1,60,N,Pass
2457147,FFF,2013B,2878,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
2457256,AAA,2013J,1611,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass
2457440,FFF,2014J,1747,M,West Midlands Region,A Level or Equivalent,?,35-55,0,60,N,Pass
2457907,DDD,2013J,865,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
2458203,GGG,2013J,1243,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Distinction
2458355,AAA,2013J,4187,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
2458925,CCC,2014J,4433,M,London Region,Lower Than A Level,80-90%,35-55,0,90,N,Fail
2458984,BBB,2013B,133,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass
2459051,BBB,2013J,52,F,North Western Region,Lower Than A Level,10-20,35-55,1,60,N,Fail
2459279,BBB,2014J,52,F,South East Region,A Level or Equivalent,60-70%,35-55,0,120,N,Fail
2459292,FFF,2014J,1710,M,South West Region,Lower Than A Level,10-20,0-35,0,120,N,Pass
2459418,DDD,2014J,396,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
2459878,DDD,2013B,1452,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass
2460002,BBB,2013J,132,F,South Region,HE Qualification,60-70%,0-35,0,60,N,Fail
2460080,AAA,2013J,3424,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass
2460752,DDD,2013B,2234,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
2460775,DDD,2014B,718,F,South West Region,HE Qualification,70-80%,0-35,0,70,N,Distinction
2461190,AAA,2013J,967,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail
2461936,DDD,2013J,951,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
2462576,BBB,2014J,241,F,Scotland,HE Qualification,60-70%,0-35,1,60,N,Pass
2462584,GGG,2013J,530,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass
2462607,CCC,2014J,5100,F,East Anglian Region,HE Qualification,40-50%,35-55,0,90,N,Pass
2462628,CCC,2014J,284,M,South East Region,HE Qualification,50-60%,35-55,0,60,N,Withdrawn
2462628,DDD,2013J,1115,M,South East Region,HE Qualification,50-60%,35-55,0,60,N,Pass
2462862,CCC,2014J,128,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn
2463213,BBB,2013J,12238,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,90,N,Pass
2463282,FFF,2013J,1752,M,South West Region,Lower Than A Level,70-80%,35-55,0,240,Y,Withdrawn
2463282,FFF,2014B,191,M,South West Region,Lower Than A Level,70-80%,35-55,1,240,Y,Withdrawn
2463282,FFF,2014J,40,M,South West Region,Lower Than A Level,70-80%,35-55,2,90,Y,Withdrawn
2463950,BBB,2013J,379,F,London Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass
2464118,CCC,2014J,555,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
2464118,EEE,2014J,705,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
2464386,CCC,2014J,1169,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass
2464683,BBB,2013J,1768,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,90,Y,Pass
2464683,DDD,2014J,2046,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,1,60,Y,Withdrawn
2464901,BBB,2014J,19,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn
2464963,BBB,2013B,656,F,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
2465105,FFF,2013J,2927,F,South Region,A Level or Equivalent,90-100%,55<=,0,60,N,Fail
2465186,DDD,2014B,175,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Fail
2465209,BBB,2013J,619,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn
2465589,FFF,2013J,2870,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,195,N,Pass
2465876,DDD,2013B,1349,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
2466123,BBB,2013B,4,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn
2467267,AAA,2014J,90,M,West Midlands Region,HE Qualification,0-10%,0-35,0,60,N,Pass
2468232,FFF,2013J,2481,M,South Region,HE Qualification,90-100%,35-55,1,120,Y,Withdrawn
2468280,BBB,2013J,103,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
2468706,BBB,2013J,682,F,Scotland,HE Qualification,70-80%,35-55,0,75,N,Distinction
2469321,FFF,2013J,4099,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
2469673,AAA,2013J,523,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail
2469688,CCC,2014J,886,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
2469688,FFF,2013J,3883,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
2470326,CCC,2014J,678,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,120,Y,Fail
2470326,FFF,2014J,583,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,120,Y,Fail
2470672,BBB,2013B,1120,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,1,60,N,Fail
2470694,AAA,2013J,2176,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Withdrawn
2470694,AAA,2014J,939,F,Scotland,HE Qualification,50-60%,55<=,1,60,N,Fail
2471283,CCC,2014B,980,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,Pass
2471673,DDD,2014J,324,M,London Region,HE Qualification,90-100%,55<=,0,100,N,Distinction
2471812,DDD,2014J,62,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
2472033,FFF,2013J,1244,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,1,210,N,Pass
2472132,FFF,2013J,1617,M,North Region,HE Qualification,?,35-55,0,60,N,Pass
2472145,DDD,2013J,1070,M,East Anglian Region,HE Qualification,40-50%,35-55,1,160,N,Pass
2472178,EEE,2014B,1215,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,30,N,Fail
2472995,CCC,2014J,408,M,South Region,HE Qualification,90-100%,35-55,0,30,N,Fail
2473025,DDD,2014B,1321,M,South West Region,HE Qualification,50-60%,35-55,0,120,N,Pass
2473058,CCC,2014B,145,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
2473058,CCC,2014J,26,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,100,N,Withdrawn
2473456,DDD,2013J,1687,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
2473538,AAA,2014J,1473,F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
2473780,BBB,2013J,1593,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Distinction
2474006,EEE,2013J,1400,M,Ireland,HE Qualification,?,35-55,0,150,N,Pass
2474436,DDD,2013J,197,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail
2474493,BBB,2013B,249,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
2474849,AAA,2014J,142,F,Scotland,A Level or Equivalent,0-10%,35-55,1,60,N,Withdrawn
2474925,FFF,2013B,497,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
2474995,EEE,2013J,6124,M,North Region,HE Qualification,?,35-55,0,30,N,Pass
2475591,BBB,2014J,1969,F,Yorkshire Region,HE Qualification,30-40%,35-55,0,120,N,Pass
2475780,BBB,2013B,221,F,Scotland,Lower Than A Level,90-100%,35-55,4,120,N,Pass
2475886,GGG,2014J,9,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,90,N,Fail
2476144,BBB,2014B,656,F,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,Y,Pass
2476409,DDD,2014J,256,M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass
2476649,BBB,2013B,647,F,South East Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass
2476998,DDD,2013B,1565,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
2477040,GGG,2013J,289,F,South Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail
2477052,DDD,2013J,3086,M,South Region,Lower Than A Level,90-100%,35-55,0,70,N,Pass
2477545,GGG,2014B,54,F,South West Region,Lower Than A Level,20-30%,35-55,0,30,Y,Withdrawn
2477792,DDD,2013J,428,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
2478799,CCC,2014B,227,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
2478799,EEE,2014B,424,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
2479086,DDD,2013B,1253,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
2479086,DDD,2013J,110,F,Scotland,Lower Than A Level,20-30%,0-35,1,60,N,Fail
2479413,FFF,2013B,5385,M,South East Region,HE Qualification,30-40%,35-55,0,90,N,Pass
2479954,AAA,2013J,323,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
2480886,FFF,2014B,1177,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Withdrawn
2480886,FFF,2014J,2584,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,1,60,Y,Fail
2481224,BBB,2013B,1893,M,London Region,Lower Than A Level,10-20,35-55,0,120,Y,Pass
2481482,FFF,2014B,3054,M,London Region,HE Qualification,40-50%,35-55,0,60,N,Pass
2481629,DDD,2014J,1192,M,Ireland,Lower Than A Level,90-100%,35-55,1,60,N,Pass
2481646,FFF,2013B,3856,M,South West Region,HE Qualification,30-40%,35-55,0,60,N,Pass
2481765,BBB,2013B,737,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
2481901,AAA,2013J,1949,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass
2482085,DDD,2014J,109,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn
2482700,AAA,2013J,1616,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass
2482710,FFF,2014J,5364,F,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
2482885,GGG,2013J,381,F,South Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Fail
